onset	duration	nwb_table	target_duration_for_nose_in_center	violation_time_out	reward_volume_ul	nose_in_center	catch_percentage	punish_sound_enabled	cumulative_reward_volume_ul	is_catch	is_warm_up	trials_in_stage	changed	block_type	auto_change_catch_probability	previous_was_violation	time_increment_for_reward_delay	time_increment_for_nose_in_center	reward_delay	target_reward_delay	training_stage	num_trials_in_adaptation_blocks	num_trials_in_mixed_blocks	is_rewarded	is_violation	is_opt_out	wait_time	wait_time_unthresholded	wait_time_threshold	wait_for_center_poke	z_scored_wait_for_center_poke	rewarded_port	inter_trial_interval	state_type
1489028.1995	8.674899999983609	trials	1.0	2.0	10.0	1.0325	0.35	True	0.0	True	False	2360.0	False	Mixed	True	False	0.025	0.0	100.0	1.5	9.0													
1489028.1995	8.674899999983609	processed_trials			10.0	1.0325				True				Mixed					100.0		9.0	40.0	40.0	False	False	True	7.04	7.04	16.328661017111735			Left	0.4004	
1489028.1995	0.4003999999258667	states																																"       state_name
id               
3   wait_for_poke"
1489028.5999	1.0324999999720603	states																																"        state_name
id                
1   nose_in_center"
1489029.6324	0.0020000000949949026	states																																"   state_name
id           
5      go_cue"
1489029.6344	7.040000000037253	states																																"            state_name
id                    
6   wait_for_side_poke"
1489036.6744000001	0.19999999995343387	states																																"   state_name
id           
0     opt_out"
1489036.8937	3.274300000164658	trials	1.0	2.0	20.0	1.1958208664522387	0.35	True	0.0	False	False	2362.0	False	Mixed	True	False	0.025	0.0	1.0916478153110805	1.5	9.0													
1489036.8937	3.274300000164658	processed_trials			20.0	1.1958208664522387				False				Mixed					1.0916478153110805		9.0	40.0	40.0	True	False	False	1.0916000000000001	1.0916000000000001	16.328661017111735	0.6628	-0.3022092981358054	Left	0.6628	
1489036.8937	0.6628000000491738	states																																"       state_name
id               
3   wait_for_poke"
1489037.5565	1.19579999987036	states																																"        state_name
id                
1   nose_in_center"
1489038.7522999998	0.0020000000949949026	states																																"   state_name
id           
5      go_cue"
1489038.7543	1.0915999999269843	states																																"            state_name
id                    
6   wait_for_side_poke"
1489039.8458999998	0.02170000015757978	states																																"         state_name
id                 
4   announce_reward"
1489039.8676	0.30039999983273447	states																																"   state_name
id           
7      reward"
1489040.1877	8.437900000018999	trials	1.0	2.0	20.0	1.1958209	0.35	True	20.0	False	False	2363.0	False	Mixed	True	False	0.025	0.0	1.0916478	1.5	9.0													
1489040.1877	8.437900000018999	processed_trials			20.0	1.1958209				False				Mixed					1.0916478		9.0	40.0	40.0	False	True	False			16.328661017111735	5.3271999999999995	0.011150019165623007	Right	0.35939999999999905	
1489040.1877	5.327199999941513	states																																"       state_name
id               
3   wait_for_poke"
1489045.5148999998	1.110700000077486	states																																"        state_name
id                
1   nose_in_center"
1489046.6256	2.0	states																																"          state_name
id                  
2   punish_violation"
1489048.6449	2.6962999999523163	trials	1.0	2.0	20.0	0.9461937915120255	0.35	True	20.0	False	False	2364.0	False	Mixed	True	True	0.025	0.0	1.1999758609175781	1.5	9.0													
1489048.6449	2.6962999999523163	processed_trials			20.0	0.9461937915120255				False				Mixed					1.1999758609175781		9.0	40.0	40.0	True	False	False	1.2	1.2	16.328661017111735	0.2571	-0.32946465252847956	Right	0.2571	
1489048.6449	0.2571000000461936	states																																"       state_name
id               
3   wait_for_poke"
1489048.902	0.9461999998893589	states																																"        state_name
id                
1   nose_in_center"
1489049.8482	0.0020000000949949026	states																																"   state_name
id           
5      go_cue"
1489049.8502	1.1999999999534339	states																																"            state_name
id                    
6   wait_for_side_poke"
1489051.0502	0.09470000001601875	states																																"         state_name
id                 
4   announce_reward"
1489051.1449	0.19629999995231628	states																																"   state_name
id           
7      reward"
1489051.3624	8.969100000103936	trials	1.0	2.0	80.0	0.995475921475181	0.35	True	40.0	False	False	2365.0	False	Mixed	True	False	0.025	0.0	2.036874766518937	1.5	9.0													
1489051.3624	8.969100000103936	processed_trials			80.0	0.995475921475181				False				Mixed					2.036874766518937		9.0	40.0	40.0	True	False	False	2.0368999999999993	2.0368999999999993	16.328661017111735	4.6465	-0.0345801256090709	Left	0.44899999999999984	
1489051.3624	4.646500000031665	states																																"       state_name
id               
3   wait_for_poke"
1489056.0089	0.9954999999608845	states																																"        state_name
id                
1   nose_in_center"
1489057.0044	0.0020000000949949026	states																																"   state_name
id           
5      go_cue"
1489057.0064	2.0368999999482185	states																																"            state_name
id                    
6   wait_for_side_poke"
1489059.0433	0.08939999993890524	states																																"         state_name
id                 
4   announce_reward"
1489059.1327	1.1988000001292676	states																																"   state_name
id           
7      reward"
1489060.3526	12.7210999999661	trials	1.0	2.0	20.0	0.8438862522703076	0.35	True	120.0	False	False	2366.0	False	Mixed	True	False	0.025	0.0	5.972733052223784	1.5	9.0													
1489060.3526	12.7210999999661	processed_trials			20.0	0.8438862522703076				False				Mixed					5.972733052223784		9.0	40.0	40.0	False	True	False			16.328661017111735	10.5211	0.3600817055844313	Right	1.5231000000000012	
1489060.3526	10.521100000012666	states																																"       state_name
id               
3   wait_for_poke"
1489070.8737	0.19999999995343387	states																																"        state_name
id                
1   nose_in_center"
1489071.0737	2.0	states																																"          state_name
id                  
2   punish_violation"
1489073.0949	3.6726999999955297	trials	1.0	2.0	20.0	1.0701001042705447	0.35	True	120.0	False	False	2367.0	False	Mixed	True	True	0.025	0.0	2.151931512766513	1.5	9.0													
1489073.0949	3.6726999999955297	processed_trials			20.0	1.0701001042705447				False				Mixed					2.151931512766513		9.0	40.0	40.0	True	False	False	2.1519000000000004	2.1519000000000004	16.328661017111735	0.1373	-0.33751294302944673	Left	0.1373	
1489073.0949	0.1373000000603497	states																																"       state_name
id               
3   wait_for_poke"
1489073.2322	1.0700999998953193	states																																"        state_name
id                
1   nose_in_center"
1489074.3022999999	0.0020000000949949026	states																																"   state_name
id           
5      go_cue"
1489074.3043	2.1518999999389052	states																																"            state_name
id                    
6   wait_for_side_poke"
