onset	duration	nwb_table	target_duration_for_nose_in_center	violation_time_out	reward_volume_ul	nose_in_center	catch_percentage	punish_sound_enabled	cumulative_reward_volume_ul	is_catch	is_warm_up	trials_in_stage	changed	block_type	auto_change_catch_probability	previous_was_violation	time_increment_for_reward_delay	time_increment_for_nose_in_center	reward_delay	target_reward_delay	training_stage	num_trials_in_adaptation_blocks	num_trials_in_mixed_blocks	is_rewarded	is_violation	is_opt_out	wait_time	wait_time_unthresholded	wait_time_threshold	wait_for_center_poke	z_scored_wait_for_center_poke	rewarded_port	inter_trial_interval	state_type
1989502.7574	372.7265999999363	trials	1.0	2.0	10.0	0.80205	0.15	True	0.0	True	False	4260.0	False	Mixed	True	False	0.002	0.0	4.8195	1.5	9.0													
1989502.7574	372.7265999999363	processed_trials			10.0	0.80205				False				Mixed					4.8195		9.0	40.0	40.0	False	True	False			24.554372273282663			Right	370.5579	
1989502.7574	370.5578999998979	states																																"       state_name
id               
3   wait_for_poke"
1989873.3153	0.1687000000383705	states																																"        state_name
id                
1   nose_in_center"
1989873.484	2.0	states																																"          state_name
id                  
2   punish_violation"
1989875.5049	3.1128000000026077	trials	1.0	2.0	10.0	1.1811338206598936	0.15	True	0.0	False	False	4262.0	False	Mixed	True	True	0.002	0.0	0.8306281055175562	1.5	9.0													
1989875.5049	3.1128000000026077	processed_trials			10.0	1.1811338206598936				False				Mixed					0.8306281055175562		9.0	40.0	40.0	False	True	False			24.554372273282663	0.43539999999999995	-0.23081681772795104	Right	0.43539999999999995	
1989875.5049	0.43540000007487833	states																																"       state_name
id               
3   wait_for_poke"
1989875.9403000001	0.6773999999277294	states																																"        state_name
id                
1   nose_in_center"
1989876.6177	2.0	states																																"          state_name
id                  
2   punish_violation"
1989878.6376	9.047000000020489	trials	1.0	2.0	10.0	1.1811338	0.15	True	0.0	True	False	4263.0	False	Mixed	True	True	0.002	0.0	100.0	1.5	9.0													
1989878.6376	9.047000000020489	processed_trials			10.0	1.1811338				True				Mixed					100.0		9.0	40.0	40.0	False	True	False			24.554372273282663	7.0053	-0.1459545716248547	Left	7.0053	
1989878.6376	7.0053000000771135	states																																"       state_name
id               
3   wait_for_poke"
1989885.6429	0.04169999994337559	states																																"        state_name
id                
1   nose_in_center"
1989885.6846	2.0	states																																"          state_name
id                  
2   punish_violation"
