onset	duration	nwb_table	target_duration_for_nose_in_center	violation_time_out	reward_volume_ul	nose_in_center	catch_percentage	punish_sound_enabled	cumulative_reward_volume_ul	is_catch	is_warm_up	trials_in_stage	changed	block_type	auto_change_catch_probability	previous_was_violation	time_increment_for_reward_delay	time_increment_for_nose_in_center	reward_delay	target_reward_delay	training_stage	num_trials_in_adaptation_blocks	num_trials_in_mixed_blocks	is_rewarded	is_violation	is_opt_out	wait_time	wait_time_unthresholded	wait_time_threshold	wait_for_center_poke	z_scored_wait_for_center_poke	rewarded_port	inter_trial_interval	state_type
703829.8374	146.28330000001006	trials	1.0	2.0	40.0	0.87933	0.35	True	0.0	False	False	1911.0	False	Mixed	True	False	0.025	0.0	3.7996115182626977	1.5	9.0													
703829.8374	146.28330000001006	processed_trials			40.0	0.87933				False				Mixed					3.7996115182626977		9.0	40.0	40.0	True	False	False	3.799599999999998	3.799599999999998	20.347301156158494			Right	141.1201	
703829.8374	141.12009999994189	states																																"       state_name
id               
3   wait_for_poke"
703970.9574999999	0.8793000000296161	states																																"        state_name
id                
1   nose_in_center"
703971.8367999999	0.001999999978579581	states																																"   state_name
id           
5      go_cue"
703971.8387999999	3.799600000027567	states																																"            state_name
id                    
6   wait_for_side_poke"
703975.6383999999	0.10719999996945262	states																																"         state_name
id                 
4   announce_reward"
703975.7455999999	0.3751000000629574	states																																"   state_name
id           
7      reward"
703976.1418	8.518500000005588	trials	1.0	2.0	5.0	1.170107840364164	0.35	True	40.0	False	False	1913.0	False	Mixed	True	False	0.025	0.0	7.723222766229563	1.5	9.0													
703976.1418	8.518500000005588	processed_trials			5.0	1.170107840364164				False				Mixed					7.723222766229563		9.0	40.0	40.0	False	True	False			20.347301156158494	5.4548000000000005	0.16766282080872155	Right	0.7542	
703976.1418	5.454799999948591	states																																"       state_name
id               
3   wait_for_poke"
703981.5965999999	1.063700000056997	states																																"        state_name
id                
1   nose_in_center"
703982.6603	2.0	states																																"          state_name
id                  
2   punish_violation"
703984.6795	8.487300000037067	trials	1.0	2.0	5.0	1.1906980899537205	0.35	True	40.0	False	False	1914.0	False	Mixed	True	True	0.025	0.0	0.9822432750727608	1.5	9.0													
703984.6795	8.487300000037067	processed_trials			5.0	1.1906980899537205				False				Mixed					0.9822432750727608		9.0	40.0	40.0	True	False	False	0.9822000000000006	0.9822000000000006	20.347301156158494	6.1268	0.23279573157179706	Left	6.1268	
703984.6795	6.12679999996908	states																																"       state_name
id               
3   wait_for_poke"
703990.8062999999	1.1907000000355765	states																																"        state_name
id                
1   nose_in_center"
703991.997	0.001999999978579581	states																																"   state_name
id           
5      go_cue"
703991.999	0.9821999999694526	states																																"            state_name
id                    
6   wait_for_side_poke"
703992.9811999999	0.09330000006593764	states																																"         state_name
id                 
4   announce_reward"
703993.0745	0.09230000001844019	states																																"   state_name
id           
7      reward"
703993.1867	10.764500000048429	trials	1.0	2.0	5.0	0.9653924924484346	0.35	True	45.0	True	False	1915.0	False	Mixed	True	False	0.025	0.0	100.0	1.5	9.0													
703993.1867	10.764500000048429	processed_trials			5.0	0.9653924924484346				True				Mixed					100.0		9.0	40.0	40.0	False	False	True	4.403700000000001	4.403700000000001	20.347301156158494	5.1934	0.1423268939136799	Right	2.5717999999999996	
703993.1867	5.193399999989197	states																																"       state_name
id               
3   wait_for_poke"
703998.3801	0.9653999999864027	states																																"        state_name
id                
1   nose_in_center"
703999.3454999999	0.001999999978579581	states																																"   state_name
id           
5      go_cue"
703999.3474999999	4.403700000024401	states																																"            state_name
id                    
6   wait_for_side_poke"
704003.7511999999	0.2000000000698492	states																																"   state_name
id           
0     opt_out"
704003.9717	9.730199999990873	trials	1.0	2.0	10.0	0.9906617506720435	0.35	True	45.0	True	False	1916.0	False	Mixed	True	False	0.025	0.0	100.0	1.5	9.0													
704003.9717	9.730199999990873	processed_trials			10.0	0.9906617506720435				True				Mixed					100.0		9.0	40.0	40.0	False	False	True	6.031700000000001	6.031700000000001	20.347301156158494	2.5058000000000002	-0.11816597954888218	Left	2.5058000000000002	
704003.9717	2.5058000000426546	states																																"       state_name
id               
3   wait_for_poke"
704006.4775	0.9906999999657273	states																																"        state_name
id                
1   nose_in_center"
704007.4682	0.001999999978579581	states																																"   state_name
id           
5      go_cue"
704007.4702	6.031700000050478	states																																"            state_name
id                    
6   wait_for_side_poke"
704013.5019	0.19999999995343387	states																																"   state_name
id           
0     opt_out"
704013.7225	3.6480999999912456	trials	1.0	2.0	10.0	0.9280263638753871	0.35	True	45.0	False	False	1917.0	False	Mixed	True	False	0.025	0.0	1.8561364751756035	1.5	9.0													
704013.7225	3.6480999999912456	processed_trials			10.0	0.9280263638753871				False				Mixed					1.8561364751756035		9.0	40.0	40.0	True	False	False	1.8560999999999999	1.8560999999999999	20.347301156158494	0.7004	-0.29315252284003773	Right	0.7004	
704013.7225	0.7003999999724329	states																																"       state_name
id               
3   wait_for_poke"
704014.4229	0.9280000000726432	states																																"        state_name
id                
1   nose_in_center"
704015.3509000001	0.001999999978579581	states																																"   state_name
id           
5      go_cue"
704015.3529	1.856099999975413	states																																"            state_name
id                    
6   wait_for_side_poke"
704017.209	0.053100000019185245	states																																"         state_name
id                 
4   announce_reward"
704017.2621	0.10849999997299165	states																																"   state_name
id           
7      reward"
704017.3928	9.322899999911897	trials	1.0	2.0	20.0	0.9340902209888463	0.35	True	55.0	False	False	1918.0	False	Mixed	True	False	0.025	0.0	4.364644307221331	1.5	9.0													
704017.3928	9.322899999911897	processed_trials			20.0	0.9340902209888463				False				Mixed					4.364644307221331		9.0	40.0	40.0	False	False	True	4.0367	4.0367	20.347301156158494	4.1501	0.041206111474518206	Right	2.1454	
704017.3928	4.150099999969825	states																																"       state_name
id               
3   wait_for_poke"
704021.5429	0.9341000000713393	states																																"        state_name
id                
1   nose_in_center"
704022.4770000001	0.001999999978579581	states																																"   state_name
id           
5      go_cue"
704022.479	4.036699999938719	states																																"            state_name
id                    
6   wait_for_side_poke"
704026.5157	0.2000000000698492	states																																"   state_name
id           
0     opt_out"
704026.738	15.603400000021793	trials	1.0	2.0	5.0	0.8433619945607533	0.35	True	55.0	False	False	1919.0	False	Mixed	True	False	0.025	0.0	0.007543436333529262	1.5	9.0													
704026.738	15.603400000021793	processed_trials			5.0	0.8433619945607533				False				Mixed					0.007543436333529262		9.0	40.0	40.0	False	True	False			20.347301156158494	13.2986	0.9279150908137984	Left	13.2986	
704026.738	13.29859999998007	states																																"       state_name
id               
3   wait_for_poke"
704040.0366	0.30480000004172325	states																																"        state_name
id                
1   nose_in_center"
704040.3414	2.0	states																																"          state_name
id                  
2   punish_violation"
704042.3647	15.775199999916367	trials	1.0	2.0	5.0	0.9840535993412418	0.35	True	55.0	False	False	1920.0	False	Mixed	True	True	0.025	0.0	1.2138754031014625	1.5	9.0													
704042.3647	15.775199999916367	processed_trials			5.0	0.9840535993412418				False				Mixed					1.2138754031014625		9.0	40.0	40.0	False	True	False			20.347301156158494	12.8955	0.8888450367533883	Right	12.8955	
704042.3647	12.895499999984168	states																																"       state_name
id               
3   wait_for_poke"
704055.2602	0.879700000048615	states																																"        state_name
id                
1   nose_in_center"
704056.1399000001	2.0	states																																"          state_name
id                  
2   punish_violation"
704058.1639	4.343699999968521	trials	1.0	2.0	5.0	1.0883058053373524	0.35	True	55.0	False	False	1921.0	False	Mixed	True	True	0.025	0.0	0.14101590516244933	1.5	9.0													
704058.1639	4.343699999968521	processed_trials			5.0	1.0883058053373524				False				Mixed					0.14101590516244933		9.0	40.0	40.0	True	False	False	0.14100000000000001	0.14100000000000001	20.347301156158494	2.4871999999999996	-0.1199687654717888	Left	2.4871999999999996	
704058.1639	2.4871999999741092	states																																"       state_name
id               
3   wait_for_poke"
704060.6511	1.088300000061281	states																																"        state_name
id                
1   nose_in_center"
704061.7394000001	0.001999999978579581	states																																"   state_name
id           
5      go_cue"
704061.7414	0.14099999994505197	states																																"            state_name
id                    
6   wait_for_side_poke"
704061.8824	0.5328999999910593	states																																"         state_name
id                 
4   announce_reward"
704062.4153	0.09230000001844019	states																																"   state_name
id           
7      reward"
704062.5324	24.589399999938905	trials	1.0	2.0	40.0	1.1262608393819902	0.35	True	60.0	False	False	1922.0	False	Mixed	True	False	0.025	0.0	0.14101591	1.5	9.0													
704062.5324	24.589399999938905	processed_trials			40.0	1.1262608393819902				False				Mixed					0.14101591		9.0	40.0	40.0	False	True	False			20.347301156158494	22.4641	1.8162717777170254	Right	18.8984	
704062.5324	22.464099999982864	states																																"       state_name
id               
3   wait_for_poke"
704084.9965	0.1253000000724569	states																																"        state_name
id                
1   nose_in_center"
704085.1218000001	2.0	states																																"          state_name
id                  
2   punish_violation"
704087.1479	5.832300000009127	trials	1.0	2.0	40.0	1.1262608	0.35	True	60.0	True	False	1923.0	False	Mixed	True	True	0.025	0.0	100.0	1.5	9.0													
704087.1479	5.832300000009127	processed_trials			40.0	1.1262608				True				Mixed					100.0		9.0	40.0	40.0	False	True	False			20.347301156158494	2.7193	-0.09747271102519675	Left	2.7193	
704087.1479	2.7192999999970198	states																																"       state_name
id               
3   wait_for_poke"
704089.8672	1.1130000000121072	states																																"        state_name
id                
1   nose_in_center"
704090.9802	2.0	states																																"          state_name
id                  
2   punish_violation"
704093.0062	2.434300000080839	trials	1.0	2.0	40.0	1.1171191075301994	0.35	True	60.0	False	False	1924.0	False	Mixed	True	True	0.025	0.0	1.7041044226988846	1.5	9.0													
704093.0062	2.434300000080839	processed_trials			40.0	1.1171191075301994				False				Mixed					1.7041044226988846		9.0	40.0	40.0	False	True	False			20.347301156158494	0.295	-0.3324455020414527	Left	0.295	
704093.0062	0.2950000000419095	states																																"       state_name
id               
3   wait_for_poke"
704093.3012	0.13929999992251396	states																																"        state_name
id                
1   nose_in_center"
704093.4404999999	2.0	states																																"          state_name
id                  
2   punish_violation"
704095.4669	3.021599999978207	trials	1.0	2.0	40.0	1.1263898784521305	0.35	True	60.0	False	False	1925.0	False	Mixed	True	True	0.025	0.0	0.08684804907019332	1.5	9.0													
704095.4669	3.021599999978207	processed_trials			40.0	1.1263898784521305				False				Mixed					0.08684804907019332		9.0	40.0	40.0	False	True	False			20.347301156158494	1.0082	-0.2633193235351648	Left	1.0082	
704095.4669	1.0082000000402331	states																																"       state_name
id               
3   wait_for_poke"
704096.4751	0.013399999937973917	states																																"        state_name
id                
1   nose_in_center"
704096.4885	2.0	states																																"          state_name
id                  
2   punish_violation"
704098.5155	10.489300000015646	trials	1.0	2.0	40.0	1.1398009294906326	0.35	True	60.0	True	False	1926.0	False	Mixed	True	True	0.025	0.0	100.0	1.5	9.0													
