onset	duration	nwb_table	target_duration_for_nose_in_center	violation_time_out	reward_volume_ul	nose_in_center	catch_percentage	punish_sound_enabled	cumulative_reward_volume_ul	is_catch	is_warm_up	trials_in_stage	changed	block_type	auto_change_catch_probability	previous_was_violation	time_increment_for_reward_delay	time_increment_for_nose_in_center	reward_delay	target_reward_delay	training_stage	num_trials_in_adaptation_blocks	num_trials_in_mixed_blocks	is_rewarded	is_violation	is_opt_out	wait_time	wait_time_unthresholded	wait_time_threshold	wait_for_center_poke	z_scored_wait_for_center_poke	rewarded_port	inter_trial_interval	state_type
1574075.5486	70.43829999980517	trials	1.0	2.0	20.0	1.1893	0.35	True	0.0	True	False	2978.0	False	Mixed	True	False	0.025	0.0	1.1566	1.5	9.0													
1574075.5486	70.43829999980517	processed_trials			20.0	1.1893				False				Mixed					1.1566		9.0	40.0	40.0	False	True	False			16.328661017111735			Right	68.3744	
1574075.5486	68.37440000008792	states																																"       state_name
id               
3   wait_for_poke"
1574143.9230000002	0.0637999998871237	states																																"        state_name
id                
1   nose_in_center"
1574143.9868	2.0	states																																"          state_name
id                  
2   punish_violation"
1574146.0058	13.055799999972805	trials	1.0	2.0	20.0	0.8334995999232963	0.35	True	0.0	False	False	2980.0	False	Mixed	True	True	0.025	0.0	6.355051641677411	1.5	9.0													
1574146.0058	13.055799999972805	processed_trials			20.0	0.8334995999232963				False				Mixed					6.355051641677411		9.0	40.0	40.0	False	False	True	6.3551	6.3551	16.328661017111735	4.7833000000000006	0.017917316704119706	Left	4.7833000000000006	
1574146.0058	4.783300000010058	states																																"       state_name
id               
3   wait_for_poke"
1574150.7891	0.8334999999497086	states																																"        state_name
id                
1   nose_in_center"
1574151.6226	0.0020000000949949026	states																																"   state_name
id           
5      go_cue"
1574151.6246	6.355100000044331	states																																"            state_name
id                    
6   wait_for_side_poke"
1574157.9797	0.8817999998573214	states																																"         state_name
id                 
4   announce_reward"
1574158.8614999999	0.19999999995343387	states																																"   state_name
id           
0     opt_out"
1574159.0811	3.385800000047311	trials	1.0	2.0	40.0	0.9138495155223245	0.35	True	0.0	False	False	2981.0	False	Mixed	True	False	0.025	0.0	1.80524561709274	1.5	9.0													
1574159.0811	3.385800000047311	processed_trials			40.0	0.9138495155223245				False				Mixed					1.80524561709274		9.0	40.0	40.0	True	False	False	1.8051999999999997	1.8051999999999997	16.328661017111735	0.2452	-0.28645989766764746	Right	0.2452	
1574159.0811	0.24520000000484288	states																																"       state_name
id               
3   wait_for_poke"
1574159.3263	0.913799999980256	states																																"        state_name
id                
1   nose_in_center"
1574160.2401	0.0020000000949949026	states																																"   state_name
id           
5      go_cue"
1574160.2421000001	1.8051999998278916	states																																"            state_name
id                    
6   wait_for_side_poke"
1574162.0473	0.044400000013411045	states																																"         state_name
id                 
4   announce_reward"
1574162.0917	0.3751000000629574	states																																"   state_name
id           
7      reward"
1574162.4861	7.554099999833852	trials	1.0	2.0	80.0	1.091172587727794	0.35	True	40.0	False	False	2982.0	False	Mixed	True	False	0.025	0.0	12.065329825835002	1.5	9.0													
1574162.4861	7.554099999833852	processed_trials			80.0	1.091172587727794				False				Mixed					12.065329825835002		9.0	40.0	40.0	False	True	False			16.328661017111735	4.4653	-0.0034114231143554494	Right	0.39639999999999986	
1574162.4861	4.465300000039861	states																																"       state_name
id               
3   wait_for_poke"
1574166.9514000001	1.0886999999638647	states																																"        state_name
id                
1   nose_in_center"
