onset	duration	nwb_table	target_duration_for_nose_in_center	violation_time_out	reward_volume_ul	nose_in_center	high_ITI	catch_percentage	punish_sound_enabled	cumulative_reward_volume_ul	is_catch	is_warm_up	trials_in_stage	changed	block_type	auto_change_catch_probability	previous_was_violation	time_increment_for_reward_delay	time_increment_for_nose_in_center	reward_delay	target_reward_delay	training_stage	num_trials_in_adaptation_blocks	num_trials_in_mixed_blocks	is_rewarded	is_violation	is_opt_out	wait_time	wait_time_unthresholded	wait_time_threshold	wait_for_center_poke	z_scored_wait_for_center_poke	rewarded_port	inter_trial_interval	state_type
86760.7808	69.17290000000503	trials	1.0	4.0	5.0	0.94702	0.0	0.15	True	0.0	False	False	37898.0	False	Mixed	True	False	0.025	0.0	0.09466927157928909	1.5	9.0													
86760.7808	69.17290000000503	processed_trials			5.0	0.94702					False				Mixed					0.09466927157928909		9.0	40.0	40.0	False	True	False			20.373136501193883			Right	65.1149	
86760.7808	65.11490000000049	states																																	"       state_name
id               
3   wait_for_poke"
86825.8957	0.0580000000045402	states																																	"        state_name
id                
1   nose_in_center"
86825.9537	4.0	states																																	"          state_name
id                  
2   punish_violation"
86829.9833	20.930999999996857	trials	1.0	4.0	5.0	0.9892825668865822	0.0	0.15	True	0.0	False	False	37901.0	False	Mixed	True	True	0.025	0.0	2.4145492602967282	1.5	9.0													
86829.9833	20.930999999996857	processed_trials			5.0	0.9892825668865822					False				Mixed					2.4145492602967282		9.0	40.0	40.0	False	False	True	2.4145000000000003	2.4145000000000003	20.373136501193883	16.5054	0.15738641251730318	Left	16.5054	
86829.9833	16.50539999999455	states																																	"       state_name
id               
3   wait_for_poke"
86846.4887	0.9893000000010943	states																																	"        state_name
id                
1   nose_in_center"
86847.478	0.0020000000076834112	states																																	"   state_name
id           
5      go_cue"
86847.48000000001	2.4144999999989523	states																																	"            state_name
id                    
6   wait_for_side_poke"
86849.89450000001	0.8196999999927357	states																																	"         state_name
id                 
4   announce_reward"
86850.7142	0.20000000001164153	states																																	"   state_name
id           
0     opt_out"
86850.91420000001	9.99999901978299e-05	states																																	"    state_name
id            
7   stop_sound"
86850.9408	4.483300000007148	trials	1.0	4.0	40.0	0.8999362175683302	0.0	0.15	True	0.0	False	False	37902.0	False	Mixed	True	False	0.025	0.0	2.3737004722183914	1.5	9.0													
86850.9408	4.483300000007148	processed_trials			40.0	0.8999362175683302					False				Mixed					2.3737004722183914		9.0	40.0	40.0	False	True	False			20.373136501193883	0.4418	-0.25946283208908316	Left	0.4418	
86850.9408	0.4418000000005122	states																																	"       state_name
id               
3   wait_for_poke"
86851.3826	0.04150000000663567	states																																	"        state_name
id                
1   nose_in_center"
86851.4241	4.0	states																																	"          state_name
id                  
2   punish_violation"
86855.4486	4.033100000000559	trials	1.0	4.0	40.0	0.8763758000230153	0.0	0.15	True	0.0	False	False	37903.0	False	Mixed	True	True	0.025	0.0	2.3737005	1.5	9.0													
86855.4486	4.033100000000559	processed_trials			40.0	0.8763758000230153					False				Mixed					2.3737005		9.0	40.0	40.0	True	False	False	2.3737	2.3737	20.373136501193883	0.0159	-0.27051490592544986	Right	0.0159	
86855.4486	0.015899999998509884	states																																	"       state_name
id               
3   wait_for_poke"
86855.4645	0.8764000000082888	states																																	"        state_name
id                
1   nose_in_center"
86856.34090000001	0.001999999993131496	states																																	"   state_name
id           
5      go_cue"
86856.3429	2.373699999996461	states																																	"            state_name
id                    
6   wait_for_side_poke"
86858.7166	0.4709000000002561	states																																	"         state_name
id                 
4   announce_reward"
86859.1875	0.2940999999991618	states																																	"   state_name
id           
8      reward"
