onset	duration	nwb_table	target_duration_for_nose_in_center	violation_time_out	reward_volume_ul	nose_in_center	catch_percentage	punish_sound_enabled	cumulative_reward_volume_ul	is_catch	is_warm_up	trials_in_stage	changed	block_type	auto_change_catch_probability	previous_was_violation	time_increment_for_reward_delay	time_increment_for_nose_in_center	reward_delay	target_reward_delay	training_stage	num_trials_in_adaptation_blocks	num_trials_in_mixed_blocks	is_rewarded	is_violation	is_opt_out	wait_time	wait_time_unthresholded	wait_time_threshold	wait_for_center_poke	z_scored_wait_for_center_poke	rewarded_port	inter_trial_interval	state_type
881480.4792	91.37890000001062	trials	1.0	2.0	5.0	1.1444	0.35	True	0.0	False	False	6462.0	False	Mixed	True	False	0.025	0.0	1.5565743723163004	1.5	9.0													
881480.4792	91.37890000001062	processed_trials			5.0	1.1444				False				Mixed					1.5565743723163004		9.0	40.0	40.0	False	True	False			16.328661017111735			Right	88.49980000000001	
881480.4792	88.4997999999905	states																																"       state_name
id               
3   wait_for_poke"
881568.9789999999	0.8791000000201166	states																																"        state_name
id                
1   nose_in_center"
881569.8581	2.0	states																																"          state_name
id                  
2   punish_violation"
881571.8781	4.55870000005234	trials	1.0	2.0	5.0	1.0696588815353247	0.35	True	0.0	False	False	6464.0	False	Mixed	True	True	0.025	0.0	2.347825229059499	1.5	9.0													
881571.8781	4.55870000005234	processed_trials			5.0	1.0696588815353247				False				Mixed					2.347825229059499		9.0	40.0	40.0	True	False	False	2.3478000000000003	2.3478000000000003	16.328661017111735	0.976	-0.2753977308963787	Left	0.976	
881571.8781	0.9760000000242144	states																																"       state_name
id               
3   wait_for_poke"
881572.8541	1.0696999999927357	states																																"        state_name
id                
1   nose_in_center"
881573.9238	0.001999999978579581	states																																"   state_name
id           
5      go_cue"
881573.9258	2.347799999988638	states																																"            state_name
id                    
6   wait_for_side_poke"
881576.2736	0.07090000004973263	states																																"         state_name
id                 
4   announce_reward"
881576.3445	0.09230000001844019	states																																"   state_name
id           
7      reward"
881576.4574	5.477200000081211	trials	1.0	2.0	10.0	0.9844210718022631	0.35	True	5.0	False	False	6465.0	False	Mixed	True	False	0.025	0.0	1.116519780541817	1.5	9.0													
881576.4574	5.477200000081211	processed_trials			10.0	0.9844210718022631				False				Mixed					1.116519780541817		9.0	40.0	40.0	False	True	False			16.328661017111735	3.1007	-0.20486448506484692	Left	0.4037999999999995	
881576.4574	3.1006999999517575	states																																"       state_name
id               
3   wait_for_poke"
881579.5580999999	0.3765000000130385	states																																"        state_name
id                
1   nose_in_center"
881579.9345999999	2.0	states																																"          state_name
id                  
2   punish_violation"
881581.9552	38.84550000005402	trials	1.0	2.0	10.0	0.8716648376078656	0.35	True	5.0	True	False	6466.0	False	Mixed	True	True	0.025	0.0	100.0	1.5	9.0													
881581.9552	38.84550000005402	processed_trials			10.0	0.8716648376078656				True				Mixed					100.0		9.0	40.0	40.0	False	False	True	8.244499999999999	8.244499999999999	16.328661017111735	29.5273	0.6724141304063063	Left	29.5273	
881581.9552	29.527299999957904	states																																"       state_name
id               
3   wait_for_poke"
881611.4824999999	0.8717000000178814	states																																"        state_name
id                
1   nose_in_center"
881612.3542	0.001999999978579581	states																																"   state_name
id           
5      go_cue"
881612.3561999999	8.244500000029802	states																																"            state_name
id                    
6   wait_for_side_poke"
881620.6007	0.2000000000698492	states																																"   state_name
id           
0     opt_out"
881620.8215	2.6269000000320375	trials	1.0	2.0	5.0	0.9909734694471063	0.35	True	5.0	True	False	6467.0	False	Mixed	True	False	0.025	0.0	100.0	1.5	9.0													
881620.8215	2.6269000000320375	processed_trials			5.0	0.9909734694471063				True				Mixed					100.0		9.0	40.0	40.0	False	True	False			16.328661017111735	0.4408	-0.2931646594834903	Left	0.4408	
881620.8215	0.4407999999821186	states																																"       state_name
id               
3   wait_for_poke"
881621.2623	0.1861000000499189	states																																"        state_name
id                
1   nose_in_center"
881621.4484	2.0	states																																"          state_name
id                  
2   punish_violation"
881623.4705	3.2031999999890104	trials	1.0	2.0	5.0	1.0338470421017256	0.35	True	5.0	True	False	6468.0	False	Mixed	True	True	0.025	0.0	100.0	1.5	9.0													
881623.4705	3.2031999999890104	processed_trials			5.0	1.0338470421017256				True				Mixed					100.0		9.0	40.0	40.0	False	True	False			16.328661017111735	0.9972000000000001	-0.2746939586877712	Right	0.9972000000000001	
881623.4705	0.9971999999834225	states																																"       state_name
id               
3   wait_for_poke"
881624.4677	0.20600000000558794	states																																"        state_name
id                
1   nose_in_center"
881624.6737	2.0	states																																"          state_name
id                  
2   punish_violation"
881626.6954	4.422000000020489	trials	1.0	2.0	5.0	1.033847	0.35	True	5.0	True	False	6469.0	False	Mixed	True	True	0.025	0.0	100.0	1.5	9.0													
881626.6954	4.422000000020489	processed_trials			5.0	1.033847				True				Mixed					100.0		9.0	40.0	40.0	False	True	False			16.328661017111735	1.6579000000000002	-0.2527608314129121	Left	1.6579000000000002	
881626.6954	1.6578999999910593	states																																"       state_name
id               
3   wait_for_poke"
881628.3533	0.7641000000294298	states																																"        state_name
id                
1   nose_in_center"
881629.1174	2.0	states																																"          state_name
id                  
2   punish_violation"
881631.1404	5.742800000007264	trials	1.0	2.0	5.0	1.0881657366255917	0.35	True	5.0	False	False	6470.0	False	Mixed	True	True	0.025	0.0	0.10680258001912404	1.5	9.0													
881631.1404	5.742800000007264	processed_trials			5.0	1.0881657366255917				False				Mixed					0.10680258001912404		9.0	40.0	40.0	False	True	False			16.328661017111735	2.6675999999999997	-0.2192420201378626	Right	2.6675999999999997	
881631.1404	2.667600000044331	states																																"       state_name
id               
3   wait_for_poke"
881633.8080000001	1.0751999999629334	states																																"        state_name
id                
1   nose_in_center"
881634.8832	2.0	states																																"          state_name
id                  
2   punish_violation"
881636.9066	10.453100000042468	trials	1.0	2.0	5.0	1.0881657	0.35	True	5.0	False	False	6471.0	False	Mixed	True	True	0.025	0.0	1.6221531091091816	1.5	9.0													
881636.9066	10.453100000042468	processed_trials			5.0	1.0881657				False				Mixed					1.6221531091091816		9.0	40.0	40.0	True	False	False	1.6221999999999994	1.6221999999999994	16.328661017111735	7.6278999999999995	-0.054575921724840874	Right	7.6278999999999995	
881636.9066	7.62789999996312	states																																"       state_name
id               
3   wait_for_poke"
881644.5345	1.0881999999983236	states																																"        state_name
id                
1   nose_in_center"
881645.6227	0.0020000000949949026	states																																"   state_name
id           
5      go_cue"
881645.6247	1.6221999999834225	states																																"            state_name
id                    
6   wait_for_side_poke"
881647.2469	0.047799999942071736	states																																"         state_name
id                 
4   announce_reward"
881647.2947	0.06500000006053597	states																																"   state_name
id           
7      reward"
881647.3835	6.050500000012107	trials	1.0	2.0	20.0	0.8228339840715416	0.35	True	10.0	False	False	6472.0	False	Mixed	True	False	0.025	0.0	1.6221531	1.5	9.0													
881647.3835	6.050500000012107	processed_trials			20.0	0.8228339840715416				False				Mixed					1.6221531		9.0	40.0	40.0	True	False	False	1.6221999999999994	1.6221999999999994	16.328661017111735	3.3796999999999997	-0.19560257722515315	Right	0.7203999999999997	
881647.3835	3.379700000048615	states																																"       state_name
id               
3   wait_for_poke"
881650.7632	0.8227999999653548	states																																"        state_name
id                
1   nose_in_center"
881651.586	0.001999999978579581	states																																"   state_name
id           
5      go_cue"
881651.588	1.6221999999834225	states																																"            state_name
id                    
6   wait_for_side_poke"
881653.2102	0.02749999996740371	states																																"         state_name
id                 
4   announce_reward"
881653.2376999999	0.1963000000687316	states																																"   state_name
id           
7      reward"
881653.461	9.103800000040792	trials	1.0	2.0	40.0	0.9234995958993761	0.35	True	30.0	False	False	6473.0	False	Mixed	True	False	0.025	0.0	2.550446329737955	1.5	9.0													
