onset	duration	nwb_table	target_duration_for_nose_in_center	violation_time_out	reward_volume_ul	nose_in_center	catch_percentage	punish_sound_enabled	cumulative_reward_volume_ul	is_catch	is_warm_up	trials_in_stage	changed	block_type	auto_change_catch_probability	previous_was_violation	time_increment_for_reward_delay	time_increment_for_nose_in_center	reward_delay	target_reward_delay	training_stage	num_trials_in_adaptation_blocks	num_trials_in_mixed_blocks	is_rewarded	is_violation	is_opt_out	wait_time	wait_time_unthresholded	wait_time_threshold	wait_for_center_poke	z_scored_wait_for_center_poke	rewarded_port	inter_trial_interval	state_type
104140.3076	151.55629999999655	trials	1.0	2.0	5.0	0.98229	0.35	True	0.0	False	False	4191.0	False	Mixed	True	False	0.025	0.0	5.2352	1.5	9.0													
104140.3076	151.55629999999655	processed_trials			5.0	0.98229				False				Mixed					5.2352		9.0	40.0	40.0	False	False	True	5.235199999999963	5.235199999999963	16.328661017111735			Right	128.9853	
104140.3076	128.98530000000028	states																																"       state_name
id               
3   wait_for_poke"
104269.2929	0.9823000000033062	states																																"        state_name
id                
1   nose_in_center"
104270.2752	0.001999999993131496	states																																"   state_name
id           
5      go_cue"
104270.2772	5.235200000010082	states																																"            state_name
id                    
6   wait_for_side_poke"
104275.5124	16.151499999992666	states																																"         state_name
id                 
4   announce_reward"
104291.6639	0.19999999999708962	states																																"   state_name
id           
0     opt_out"
104291.8839	5.8377999999938766	trials	1.0	2.0	40.0	0.9475174216988446	0.35	True	0.0	True	False	4193.0	False	Mixed	True	False	0.025	0.0	100.0	1.5	9.0													
104291.8839	5.8377999999938766	processed_trials			40.0	0.9475174216988446				True				Mixed					100.0		9.0	40.0	40.0	False	False	True	3.2206000000000006	3.2206000000000006	16.328661017111735	1.4677	-0.19000865235204523	Left	1.4677	
104291.8839	1.4676999999937834	states																																"       state_name
id               
3   wait_for_poke"
104293.3516	0.9475000000093132	states																																"        state_name
id                
1   nose_in_center"
104294.2991	0.001999999993131496	states																																"   state_name
id           
5      go_cue"
104294.3011	3.220600000000559	states																																"            state_name
id                    
6   wait_for_side_poke"
