onset	duration	nwb_table	target_duration_for_nose_in_center	violation_time_out	reward_volume_ul	nose_in_center	high_ITI	catch_percentage	punish_sound_enabled	cumulative_reward_volume_ul	is_catch	is_warm_up	trials_in_stage	changed	block_type	auto_change_catch_probability	previous_was_violation	time_increment_for_reward_delay	time_increment_for_nose_in_center	reward_delay	target_reward_delay	training_stage	num_trials_in_adaptation_blocks	num_trials_in_mixed_blocks	is_rewarded	is_violation	is_opt_out	wait_time	wait_time_unthresholded	wait_time_threshold	wait_for_center_poke	z_scored_wait_for_center_poke	rewarded_port	inter_trial_interval	state_type
1217609.6525	104.59049999993294	trials	1.0	2.0	10.0	1.0483	0.0	0.15	True	0.0	False	False	4267.0	False	Mixed	False	False	0.025	0.0	4.8536	1.5	9.0													
1217609.6525	104.59049999993294	processed_trials			10.0	1.0483					False				Mixed					4.8536		9.0	40.0	40.0	False	True	False			47.15588918620678			Left	102.0703	
1217609.6525	102.07030000002123	states																																	"       state_name
id               
3   wait_for_poke"
1217711.7228	0.5201999999117106	states																																	"        state_name
id                
1   nose_in_center"
1217712.243	2.0	states																																	"          state_name
id                  
2   punish_violation"
1217714.3293	3.5230999998748302	trials	1.0	2.0	10.0	1.0438718875742719	0.0	0.15	True	0.0	False	False	4269.0	False	Mixed	False	True	0.025	0.0	8.987962272907641	1.5	9.0													
1217714.3293	3.5230999998748302	processed_trials			10.0	1.0438718875742719					False				Mixed					8.987962272907641		9.0	40.0	40.0	False	True	False			47.15588918620678	1.4707999999999999	-0.24537919379972772	Left	1.4707999999999999	
1217714.3293	1.4708000000100583	states																																	"       state_name
id               
3   wait_for_poke"
1217715.8001	0.052300000097602606	states																																	"        state_name
id                
1   nose_in_center"
1217715.8524000002	2.0	states																																	"          state_name
id                  
2   punish_violation"
1217717.9119	14.966699999989942	trials	1.0	2.0	10.0	1.1635142713267332	0.0	0.15	True	0.0	True	False	4270.0	False	Mixed	False	True	0.025	0.0	100.0	1.5	9.0													
1217717.9119	14.966699999989942	processed_trials			10.0	1.1635142713267332					True				Mixed					100.0		9.0	40.0	40.0	False	True	False			47.15588918620678	12.9248	0.2899458943064243	Right	12.9248	
1217717.9119	12.924799999920651	states																																	"       state_name
id               
3   wait_for_poke"
1217730.8366999999	0.0419000000692904	states																																	"        state_name
id                
1   nose_in_center"
1217730.8786	2.0	states																																	"          state_name
id                  
2   punish_violation"
1217732.9581	17.445000000065193	trials	1.0	2.0	10.0	0.9959194035012099	0.0	0.15	True	0.0	False	False	4271.0	False	Mixed	False	True	0.025	0.0	0.7872357548986607	1.5	9.0													
1217732.9581	17.445000000065193	processed_trials			10.0	0.9959194035012099					False				Mixed					0.7872357548986607		9.0	40.0	40.0	True	False	False	0.787199999999995	0.787199999999995	47.15588918620678	15.518	0.4111441672658162	Left	15.518	
1217732.9581	15.517999999923632	states																																	"       state_name
id               
3   wait_for_poke"
1217748.4760999999	0.9958999999798834	states																																	"        state_name
id                
1   nose_in_center"
1217749.4719999998	0.0020000000949949026	states																																	"   state_name
id           
5      go_cue"
1217749.474	0.78719999990426	states																																	"            state_name
id                    
6   wait_for_side_poke"
1217750.2611999998	0.03960000001825392	states																																	"         state_name
id                 
4   announce_reward"
1217750.3007999999	0.10220000008121133	states																																	"   state_name
id           
8      reward"
1217750.403	0.00010000006295740604	states																																	"    state_name
id            
7   stop_sound"
