onset	duration	nwb_table	target_duration_for_nose_in_center	violation_time_out	reward_volume_ul	nose_in_center	catch_percentage	punish_sound_enabled	cumulative_reward_volume_ul	is_catch	is_warm_up	trials_in_stage	changed	block_type	auto_change_catch_probability	previous_was_violation	time_increment_for_reward_delay	time_increment_for_nose_in_center	reward_delay	target_reward_delay	training_stage	num_trials_in_adaptation_blocks	num_trials_in_mixed_blocks	is_rewarded	is_violation	is_opt_out	wait_time	wait_time_unthresholded	wait_time_threshold	wait_for_center_poke	z_scored_wait_for_center_poke	rewarded_port	inter_trial_interval	state_type
1218957.0636	189.82480000006035	trials	1.0	2.0	10.0	0.83564	0.35	True	0.0	True	False	4543.0	False	Mixed	True	False	0.025	0.0	0.24851	1.5	9.0													
1218957.0636	189.82480000006035	processed_trials			10.0	0.83564				False				Mixed					0.24851		9.0	40.0	40.0	False	True	False			20.347301156158494			Right	187.578	
1218957.0636	187.5779999999795	states																																"       state_name
id               
3   wait_for_poke"
1219144.6416	0.2468000000808388	states																																"        state_name
id                
1   nose_in_center"
1219144.8884	2.0	states																																"          state_name
id                  
2   punish_violation"
1219146.908	6.59789999993518	trials	1.0	2.0	10.0	0.8041316725347535	0.35	True	0.0	False	False	4545.0	False	Mixed	True	True	0.025	0.0	5.231120805037461	1.5	9.0													
1219146.908	6.59789999993518	processed_trials			10.0	0.8041316725347535				False				Mixed					5.231120805037461		9.0	40.0	40.0	False	True	False			20.347301156158494	4.1845	-0.10172200365744169	Right	4.1845	
1219146.908	4.184499999973923	states																																"       state_name
id               
3   wait_for_poke"
1219151.0925	0.413399999961257	states																																"        state_name
id                
1   nose_in_center"
1219151.5059	2.0	states																																"          state_name
id                  
2   punish_violation"
1219153.5242	6.3033999998588115	trials	1.0	2.0	10.0	1.0261769447367082	0.35	True	0.0	False	False	4546.0	False	Mixed	True	True	0.025	0.0	0.890507082502981	1.5	9.0													
1219153.5242	6.3033999998588115	processed_trials			10.0	1.0261769447367082				False				Mixed					0.890507082502981		9.0	40.0	40.0	False	True	False			20.347301156158494	4.2683	-0.09902767735708713	Left	4.2683	
1219153.5242	4.268300000112504	states																																"       state_name
id               
3   wait_for_poke"
1219157.7925000002	0.035099999979138374	states																																"        state_name
id                
1   nose_in_center"
1219157.8276000002	2.0	states																																"          state_name
id                  
2   punish_violation"
1219159.8466	5.435899999924004	trials	1.0	2.0	10.0	1.0271553421897497	0.35	True	0.0	False	False	4547.0	False	Mixed	True	True	0.025	0.0	0.5924954265741735	1.5	9.0													
1219159.8466	5.435899999924004	processed_trials			10.0	1.0271553421897497				False				Mixed					0.5924954265741735		9.0	40.0	40.0	False	True	False			20.347301156158494	2.7175	-0.1488887898462263	Right	2.7175	
1219159.8466	2.7175000000279397	states																																"       state_name
id               
3   wait_for_poke"
1219162.5641	0.7183999998960644	states																																"        state_name
id                
1   nose_in_center"
1219163.2825	2.0	states																																"          state_name
id                  
2   punish_violation"
1219165.3024	11.809499999973923	trials	1.0	2.0	10.0	1.0271553	0.35	True	0.0	False	False	4548.0	False	Mixed	True	True	0.025	0.0	1.8903317087775116	1.5	9.0													
1219165.3024	11.809499999973923	processed_trials			10.0	1.0271553				False				Mixed					1.8903317087775116		9.0	40.0	40.0	False	True	False			20.347301156158494	9.5588	0.07107176526851947	Left	9.5588	
1219165.3024	9.558799999998882	states																																"       state_name
id               
3   wait_for_poke"
1219174.8612	0.25069999997504056	states																																"        state_name
id                
1   nose_in_center"
1219175.1119	2.0	states																																"          state_name
id                  
2   punish_violation"
