onset	duration	nwb_table	target_duration_for_nose_in_center	violation_time_out	reward_volume_ul	nose_in_center	catch_percentage	punish_sound_enabled	cumulative_reward_volume_ul	is_catch	is_warm_up	trials_in_stage	changed	block_type	auto_change_catch_probability	previous_was_violation	time_increment_for_reward_delay	time_increment_for_nose_in_center	reward_delay	target_reward_delay	training_stage	num_trials_in_adaptation_blocks	num_trials_in_mixed_blocks	is_rewarded	is_violation	is_opt_out	wait_time	wait_time_unthresholded	wait_time_threshold	wait_for_center_poke	z_scored_wait_for_center_poke	rewarded_port	inter_trial_interval	state_type
1468424.3476	134.87920000008307	trials	1.0	2.0	5.0	0.87969	0.35	True	0.0	False	False	4364.0	False	Mixed	True	False	0.002	0.0	1.0367	1.5	9.0													
1468424.3476	134.87920000008307	processed_trials			5.0	0.87969				False				Mixed					1.0367		9.0	40.0	40.0	False	True	False			24.554372273282663			Left	132.5482	
1468424.3476	132.5482000000775	states																																"       state_name
id               
3   wait_for_poke"
1468556.8958	0.33100000000558794	states																																"        state_name
id                
1   nose_in_center"
1468557.2268	2.0	states																																"          state_name
id                  
2   punish_violation"
1468559.2481	6.672000000020489	trials	1.0	2.0	5.0	1.0818906903098862	0.35	True	0.0	True	False	4366.0	False	Mixed	True	True	0.002	0.0	100.0	1.5	9.0													
1468559.2481	6.672000000020489	processed_trials			5.0	1.0818906903098862				True				Mixed					100.0		9.0	40.0	40.0	False	True	False			24.554372273282663	3.6274	-0.18006407075134098	Right	3.6274	
1468559.2481	3.627400000113994	states																																"       state_name
id               
3   wait_for_poke"
1468562.8755	1.0445999999064952	states																																"        state_name
id                
1   nose_in_center"
1468563.9201	2.0	states																																"          state_name
id                  
2   punish_violation"
1468565.9401	9.275799999944866	trials	1.0	2.0	5.0	1.1989554451087638	0.35	True	0.0	False	False	4367.0	False	Mixed	True	True	0.002	0.0	2.511696972939292	1.5	9.0													
1468565.9401	9.275799999944866	processed_trials			5.0	1.1989554451087638				False				Mixed					2.511696972939292		9.0	40.0	40.0	False	True	False			24.554372273282663	7.0219	-0.14147939184016833	Left	7.0219	
1468565.9401	7.021900000050664	states																																"       state_name
id               
3   wait_for_poke"
1468572.962	0.25389999989420176	states																																"        state_name
id                
1   nose_in_center"
1468573.2159	2.0	states																																"          state_name
id                  
2   punish_violation"
1468575.2375	3.7528999999631196	trials	1.0	2.0	5.0	0.8860776063073437	0.35	True	0.0	True	False	4368.0	False	Mixed	True	True	0.002	0.0	100.0	1.5	9.0													
1468575.2375	3.7528999999631196	processed_trials			5.0	0.8860776063073437				True				Mixed					100.0		9.0	40.0	40.0	False	True	False			24.554372273282663	1.4053	-0.20532228698599023	Left	1.4053	
1468575.2375	1.4052999999839813	states																																"       state_name
id               
3   wait_for_poke"
1468576.6428	0.3475999999791384	states																																"        state_name
id                
1   nose_in_center"
1468576.9904	2.0	states																																"          state_name
id                  
2   punish_violation"
1468579.0126	3.294599999906495	trials	1.0	2.0	5.0	1.023532452237012	0.35	True	0.0	False	False	4369.0	False	Mixed	True	True	0.002	0.0	2.7124922032998677	1.5	9.0													
1468579.0126	3.294599999906495	processed_trials			5.0	1.023532452237012				False				Mixed					2.7124922032998677		9.0	40.0	40.0	False	True	False			24.554372273282663	1.0335999999999999	-0.20954733490211422	Right	1.0335999999999999	
1468579.0126	1.0335999999660999	states																																"       state_name
id               
3   wait_for_poke"
1468580.0462	0.26099999994039536	states																																"        state_name
id                
1   nose_in_center"
1468580.3072	2.0	states																																"          state_name
id                  
2   punish_violation"
